~/cs2281_synthetic_data ~/cs2281_synthetic_data
~/cs2281_synthetic_data ~/cs2281_synthetic_data ~/cs2281_synthetic_data
Running finetuning_summarization_no_eval.py
Saving results to results/summarization/t5-base_1_no_eval
Number of GPUs available: 1
GPU 0: NVIDIA H100 80GB HBM3
Model name: google/flan-t5-base
Output directory: results/summarization/
Scratch directory: /n/netscratch/hlakkaraju_lab/Everyone/lilliansun/synthetic_data/
Unique save name: t5-base_1_no_eval
Dataset proportion: 1.0
Summarization train filepath: synthetic/summary_train.csv
Summarization val filepath: synthetic/summary_val.csv
Summarization test filepath: synthetic/summary_test.csv
Batch size: 1
Evaluation steps: 320
Size of input_ids tensor: torch.Size([3000]), dtype: torch.int64
Actual sequence length: 542
Size of input_ids tensor: torch.Size([2736]), dtype: torch.int64
Actual sequence length: 293
Size of input_ids tensor: torch.Size([3000]), dtype: torch.int64
Actual sequence length: 965
{'loss': 3.1471, 'grad_norm': 2.604905843734741, 'learning_rate': 4.942475012583591e-05, 'epoch': 0.01}
{'loss': 0.8466, 'grad_norm': 2.8100123405456543, 'learning_rate': 1.6635507298482782e-05, 'epoch': 0.67}
{'loss': 0.8648, 'grad_norm': 2.5612921714782715, 'learning_rate': 1.606025742431869e-05, 'epoch': 0.68}
{'loss': 0.8445, 'grad_norm': 1.8571767807006836, 'learning_rate': 1.54850075501546e-05, 'epoch': 0.69}
{'loss': 0.8681, 'grad_norm': 2.1038031578063965, 'learning_rate': 1.490975767599051e-05, 'epoch': 0.7}
{'loss': 0.848, 'grad_norm': 2.416529417037964, 'learning_rate': 1.4334507801826418e-05, 'epoch': 0.71}
{'loss': 0.8293, 'grad_norm': 1.9085389375686646, 'learning_rate': 1.3759257927662328e-05, 'epoch': 0.72}
{'loss': 0.8356, 'grad_norm': 2.126706123352051, 'learning_rate': 1.318400805349824e-05, 'epoch': 0.74}
{'loss': 0.8386, 'grad_norm': 2.538943290710449, 'learning_rate': 1.2608758179334148e-05, 'epoch': 0.75}
{'loss': 0.8543, 'grad_norm': 2.4462430477142334, 'learning_rate': 1.203350830517006e-05, 'epoch': 0.76}
{'loss': 0.8371, 'grad_norm': 1.9445339441299438, 'learning_rate': 1.145825843100597e-05, 'epoch': 0.77}
{'loss': 0.8426, 'grad_norm': 2.159289836883545, 'learning_rate': 1.0883008556841878e-05, 'epoch': 0.78}
{'loss': 0.8395, 'grad_norm': 2.293161392211914, 'learning_rate': 1.0307758682677788e-05, 'epoch': 0.79}
{'loss': 0.8439, 'grad_norm': 2.3076536655426025, 'learning_rate': 9.7325088085137e-06, 'epoch': 0.81}
{'loss': 0.844, 'grad_norm': 2.286341667175293, 'learning_rate': 9.157258934349608e-06, 'epoch': 0.82}
{'loss': 0.8378, 'grad_norm': 2.594792366027832, 'learning_rate': 8.582009060185518e-06, 'epoch': 0.83}
{'loss': 0.8441, 'grad_norm': 2.676408290863037, 'learning_rate': 8.00675918602143e-06, 'epoch': 0.84}
{'loss': 0.8428, 'grad_norm': 3.0509018898010254, 'learning_rate': 7.431509311857339e-06, 'epoch': 0.85}
{'loss': 0.8494, 'grad_norm': 1.7800298929214478, 'learning_rate': 6.856259437693248e-06, 'epoch': 0.86}
{'loss': 0.8472, 'grad_norm': 2.1904029846191406, 'learning_rate': 6.281009563529158e-06, 'epoch': 0.87}
{'loss': 0.8479, 'grad_norm': 2.1159658432006836, 'learning_rate': 5.705759689365068e-06, 'epoch': 0.89}
{'loss': 0.8373, 'grad_norm': 1.90005624294281, 'learning_rate': 5.130509815200978e-06, 'epoch': 0.9}
{'loss': 0.8438, 'grad_norm': 2.0447838306427, 'learning_rate': 4.555259941036888e-06, 'epoch': 0.91}
{'loss': 0.8311, 'grad_norm': 2.689168930053711, 'learning_rate': 3.980010066872798e-06, 'epoch': 0.92}
{'loss': 0.8599, 'grad_norm': 1.742536187171936, 'learning_rate': 3.404760192708708e-06, 'epoch': 0.93}
{'loss': 0.8548, 'grad_norm': 2.744277000427246, 'learning_rate': 2.8295103185446178e-06, 'epoch': 0.94}
{'loss': 0.841, 'grad_norm': 2.4170002937316895, 'learning_rate': 2.254260444380528e-06, 'epoch': 0.95}
{'loss': 0.8406, 'grad_norm': 1.9229555130004883, 'learning_rate': 1.6790105702164378e-06, 'epoch': 0.97}
{'loss': 0.8375, 'grad_norm': 2.484154462814331, 'learning_rate': 1.1037606960523478e-06, 'epoch': 0.98}
{'loss': 0.8407, 'grad_norm': 2.8267810344696045, 'learning_rate': 5.285108218882577e-07, 'epoch': 0.99}
{'train_runtime': 6607.5515, 'train_samples_per_second': 4.209, 'train_steps_per_second': 4.209, 'train_loss': 0.9007978098512665, 'epoch': 1.0}
DONE
